Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,TotalWorkingYears,YearsInCurrentRole,C0,C1,Attrition
45,2,3,3,4,1,0.441415313225058,10,1,3.5439912153222153,-7.038482046126459,0
56,3,3,4,4,1,0.5322716726429023,30,7,25.40890171777818,1.7892465193414466,0
37,3,1,2,4,0,0.449061379455811,6,3,-4.908618614379918,-3.916020948273397,0
39,1,4,3,3,2,0.3623180763551993,9,7,-0.9526950136689649,-1.4979826879357567,0
54,3,2,3,3,1,0.5102826407930816,13,4,12.620326761671166,-9.46128639727697,0
32,4,3,1,3,2,0.15903817759966252,10,7,-5.765215661261514,3.3640589044914613,0
48,1,3,3,3,1,0.6061484918793504,15,0,8.89960328135291,-6.022729347132268,0
33,3,4,2,2,1,0.23618434929339802,6,5,-7.714662107781582,-0.637656126664691,0
31,2,1,2,3,1,0.27225268930605356,12,7,-5.166355217271615,5.426951147247866,1
46,2,3,3,1,0,0.4979962033326302,24,13,14.62855580394372,6.465964246834971,0
38,4,3,2,4,0,0.24973634254376714,10,2,-1.7152550712135621,-2.3471883444816566,0
38,4,3,2,2,1,0.18092174646699008,16,13,3.3759848279101234,6.099963153746564,0
43,4,3,2,4,1,0.36057793714406244,10,9,2.873932920154921,-2.6097502846888023,0
37,2,3,1,4,1,0.06944737397173592,4,2,-6.377547146779062,-5.7475002906807315,0
30,3,2,2,4,1,0.1657350769879772,11,10,-6.220690602939172,6.604325127009126,0
39,3,2,4,2,0,0.8497152499472685,21,9,7.022486345047895,7.325652445420238,0
43,1,2,5,3,1,0.9693630035857415,21,12,10.468268437483665,6.148963024394231,0
27,4,2,2,1,2,0.30594811221261337,9,6,-10.235266219195342,5.513745488058257,0
42,3,2,2,3,2,0.27604935667580677,10,4,1.5370978629520025,-4.018273627353485,0
31,1,4,1,3,0,0.1565597975110736,4,2,-10.913549633077668,-1.997580654262853,0
39,4,3,1,1,1,0.07356043028896857,8,2,-2.3122733879852646,-4.383603062289611,1
29,4,2,4,4,0,0.7970364901919427,9,7,-8.449439287177942,4.853568178510043,0
49,3,3,5,1,2,0.9310272094494833,22,2,14.492805295105,-1.0687016213616918,0
38,1,2,1,1,2,0.09750052731491246,20,0,4.366583404351111,3.359591004336041,0
42,1,3,4,4,2,0.790075933347395,16,0,5.061349222586827,-1.5248409314716849,0
34,4,3,3,3,0,0.4017612318076355,9,7,-4.737189147466708,1.6240378628786711,0
36,3,3,2,4,1,0.29408352668213456,17,8,1.928996423057157,5.977358577842803,0
27,3,3,2,4,1,0.175754060324826,5,2,-13.244417043100949,1.24351503597412,0
40,3,1,3,1,0,0.5232545876397384,20,0,6.031212471179018,2.279199012568524,0
34,4,2,3,3,1,0.3202910778316811,10,9,-3.875032185612433,3.109146571413545,0
43,3,3,3,1,1,0.4733178654292343,10,0,1.912196651078652,-6.209831843596936,0
31,1,3,3,4,0,0.5159249103564649,13,7,-4.446305120381069,6.1606637486052795,0
41,4,3,1,4,1,0.09349293398017296,12,3,1.873048859541818,-2.582533089478437,0
31,4,1,2,1,1,0.21060957603881036,10,8,-6.334268251225673,4.499194770283351,0
45,2,3,2,3,2,0.23149124657245307,12,2,4.859033011596395,-5.400543340270792,0
33,2,2,2,4,2,0.19368276734866063,9,7,-5.5727581336497245,2.188060399423316,0
36,3,4,2,4,1,0.08236658932714618,17,2,1.2364686948848416,3.5073658123703915,0
33,2,4,1,2,1,0.05373338958025733,14,11,-1.9850906744151828,7.010526308453242,0
31,1,3,1,3,0,0.1002952963509808,5,2,-10.276330253274743,-1.32904230355234,0
19,3,1,1,1,2,0.06939464248048935,1,0,-22.16605629547236,2.7236732624679316,1
32,2,4,1,2,1,0.09412571187513183,5,1,-9.640202357474625,-2.385126631375753,0
36,1,3,2,4,2,0.3569921957392955,18,9,2.683369942320489,7.058549727480725,0
37,3,3,2,2,0,0.16146382619700486,19,0,3.04646367653843,3.389913342562295,0
29,2,2,1,1,1,0.06907825353300992,1,0,-14.584147521572529,-3.5345199139772685,1
29,3,3,1,4,0,0.07936089432609154,11,5,-7.618528184705365,5.09153207275317,0
41,2,1,5,3,1,1.0,21,16,9.410968612471244,9.041582835310143,0
30,3,3,2,4,1,0.28148070027420374,12,9,-5.69452318117057,6.845384140791535,0
39,3,3,3,3,2,0.6567707234760599,9,3,-1.413003581865766,-3.132036985659239,0
22,3,3,1,1,1,0.07324404134148914,1,0,-19.887759336536046,0.8270405858779917,1
31,3,1,2,3,1,0.1759122547985657,6,4,-9.34728138336651,0.23766830261460825,0
45,4,3,4,4,1,0.8775047458342122,26,3,14.065347627367757,4.397753470655175,0
42,1,3,2,3,0,0.18703859945159249,19,4,7.2984319122789785,1.9152422040264536,0
31,3,2,3,3,1,0.41837165155030587,10,9,-6.143694932412636,4.994305989791458,0
51,4,1,2,2,0,0.2358679603459186,13,1,9.931127437201631,-8.895624535411889,0
34,4,2,2,1,2,0.228538283062645,14,9,-1.3957764309951983,5.65538760556983,0
33,4,3,4,3,2,0.8666420586374183,10,8,-4.6735757063651775,3.4047978569361543,0
40,2,3,2,2,1,0.24615060113900022,15,8,3.682603355346579,2.1584403538862826,0
33,4,4,3,3,0,0.38868382197848556,10,8,-4.740509697977146,3.30670715351396,0
34,2,3,2,3,1,0.2481016663151234,6,5,-6.955412104864358,-1.2432059460280627,0
34,2,3,1,4,1,0.08869436827673487,10,9,-4.012410019233528,2.9472334410818615,0
30,2,4,3,1,1,0.5487766294030795,9,7,-7.764544171991023,4.1254342645988356,0
45,4,3,2,1,1,0.13836743303100613,9,8,3.631436028604462,-4.940217923090893,0
37,1,3,3,2,0,0.41262391900442946,9,5,-2.6882243592424473,-1.0532296547674243,0
31,4,3,2,4,0,0.3447584897700907,13,7,-4.524863112127328,6.056148861063611,0
32,4,3,1,4,2,0.10857414047669268,8,7,-7.043359034071717,2.047789930544944,0
30,1,3,1,3,1,0.05921746466990086,7,2,-9.76160241376206,0.6120583808533198,1
33,3,4,2,1,1,0.2302784222737819,10,3,-5.38990738848144,1.17683692334694,0
38,3,3,3,3,2,0.36131617802151444,10,0,-1.8812492854587433,-3.0807769608988647,0
41,3,3,2,1,0,0.10878506644167897,17,0,4.7979163180148205,-0.433383879979921,0
51,1,1,3,4,2,0.508384307108205,18,2,13.310751063616976,-5.083761845990045,1
38,1,2,2,1,0,0.27836954229065597,13,3,0.3219457195802704,0.06273827452840486,0
27,2,2,2,3,1,0.13346340434507487,9,8,-9.99885943105673,6.3485179735466195,0
53,4,3,4,4,2,0.6995359628770301,33,9,25.278478621962265,6.455952711135288,0
30,4,3,2,3,1,0.22632356043028898,4,1,-11.727233410084843,-1.7093514174536164,0
30,2,3,1,4,2,0.0037966673697532164,1,0,-13.831462116017732,-4.166265849240601,1
30,4,1,1,3,1,0.1489137312803206,7,2,-9.767962540697788,0.6151459376656412,0
58,4,3,5,1,1,0.9856570343809323,32,8,28.390253832997672,2.340976153238527,0
34,2,4,2,4,0,0.4596076777051255,16,1,-1.0194877832268574,3.7054782226191687,0
51,3,3,2,4,1,0.20707656612529002,18,7,13.81312507625082,-3.1579408911279447,0
39,3,3,4,1,1,0.8468150179287071,21,9,7.018358666436569,7.311081849770416,0
36,2,3,3,4,2,0.47305420797300146,10,3,-3.0472308404091706,-0.5908648142911623,0
32,3,2,2,2,1,0.22247416156928917,13,12,-3.1976763526885605,7.485663422690596,0
56,1,3,1,3,1,0.10192997257962455,18,4,17.188632934799664,-7.5856818042157474,0
57,2,4,2,3,1,0.20517823244041342,13,9,15.396849487184788,-9.393582612877788,0
57,1,2,4,4,0,0.6912571187513182,32,0,26.649732045379437,-0.35472051531946214,0
40,4,2,1,4,2,0.07029107783168108,5,2,-3.476052391880188,-6.9693246952442305,0
23,4,3,1,1,1,0.04118329466357309,1,0,-19.13297096415459,0.19421573502195777,1
53,2,4,3,4,1,0.3161780215144484,11,3,10.470951851374927,-10.57866300366266,0
38,4,2,1,2,2,0.07545876397384518,4,3,-5.514778593103749,-5.972523120980588,0
36,3,3,1,2,1,0.05979751107361316,8,2,-4.582587425121865,-2.498135075953856,0
29,2,3,3,4,1,0.3643218730225691,11,10,-6.902853397323721,7.310828977634031,0
38,2,1,3,3,1,0.6431659987344442,20,16,6.355540098737016,10.090140658155853,0
47,1,3,3,3,2,0.40202488926386837,25,14,16.131287017048706,6.915337152367365,0
32,4,3,2,3,1,0.20428179708922167,10,4,-6.035408270742465,2.2199498884108415,1
36,2,2,2,2,2,0.2894958869436828,6,5,-5.445215262703009,-2.4866153566930915,0
49,1,2,2,1,2,0.1726956338325248,20,3,13.114039397095048,-2.2111323366673066,1
34,3,2,1,1,2,0.1778105884834423,6,5,-7.03350477142023,-1.327950924299909,0
39,1,3,2,3,2,0.18587850664416788,9,7,-1.0254742991164605,-1.5718456718594744,0
30,3,2,3,3,2,0.3936405821556634,12,8,-5.743692842776028,6.526486834046886,0
51,2,3,3,2,1,0.5055368065808901,14,2,10.759380486700437,-7.750731904087639,0
60,1,3,2,1,2,0.2318076355199325,10,2,14.945327044795683,-16.099667321810884,0
50,2,3,2,3,0,0.3015713984391479,12,3,8.771603829452026,-8.114976210492143,1
45,4,3,1,4,1,0.05921746466990086,8,4,2.4624051080849227,-7.31159796499661,0
56,4,1,3,4,2,0.3296245517823244,37,4,29.454407963265965,5.101876617288502,0
46,4,3,3,4,0,0.3991246572453069,12,8,6.383385645154881,-3.4944844405529505,0
42,2,3,1,2,0,0.0926492301202278,7,3,-0.5543331921249859,-6.4924049666188335,0
60,3,1,3,4,0,0.5206707445686564,19,0,20.541679007312965,-10.883647608483448,0
53,3,2,3,4,1,0.48302045981860364,34,7,25.620634986307607,6.22984133567497,1
39,1,3,2,1,1,0.2184138367433031,10,0,-1.1866380218403592,-3.780306274383582,0
48,4,2,5,2,1,0.9837587006960556,29,10,19.128979858142827,7.451467379998924,0
37,3,3,2,4,1,0.2896540814174225,7,4,-4.1607588716225195,-2.873754545834748,0
41,4,3,2,4,0,0.23507698797722,12,2,1.834308399449192,-2.9064076953283102,0
21,1,3,1,4,2,0.08442311748576249,3,2,-19.13768732011797,3.6080606880109745,0
32,2,3,2,4,0,0.1789706812908669,8,2,-7.534162980199408,0.10045994319940554,0
37,4,2,1,3,2,0.057002742037544823,7,0,-4.701202897042521,-4.596021365538716,1
45,1,3,3,1,0,0.2215249947268509,24,9,13.409066881355017,5.456170207079579,0
41,4,3,3,4,2,0.6634676228643746,16,0,4.2260330964592825,-1.0029742132848067,0
42,2,4,2,2,1,0.07187302256907825,18,0,6.191761352186823,-0.40383830894476525,0
42,3,3,2,2,1,0.30668635309006537,10,7,1.8876878160917485,-2.801735575225633,0
24,4,3,1,2,1,0.05399704703649019,1,0,-18.375240464742944,-0.4287168498078806,0
33,1,3,2,1,2,0.38045770934402023,6,2,-8.058378690611722,-1.8423661906970477,1
43,4,3,2,4,1,0.2400864796456444,12,2,3.3446540555180064,-4.158832325184894,0
38,3,3,1,3,1,0.08832524783800885,3,1,-6.375752887681426,-7.449845594878708,0
33,4,3,2,3,2,0.28364269141531323,14,0,-3.186388102676375,2.593000277958419,0
53,1,2,3,4,1,0.5233600506222316,35,2,25.68941336981863,4.8566826073328855,0
43,3,3,3,1,1,0.5173486606201223,18,7,7.827508808718015,1.9264145593818789,0
42,4,2,1,1,0,0.08352668213457076,10,6,1.7015886000958673,-3.293340006591338,0
29,2,1,1,1,1,0.058531955283695425,7,7,-9.947755461938357,3.2937211394012795,1
29,2,3,2,3,1,0.1753849398861,11,7,-7.320216758347605,5.995955920138061,0
37,2,3,1,2,1,0.10614849187935035,8,0,-4.052214636518194,-3.9346007617934564,0
50,1,3,5,2,1,0.905030584264923,28,3,19.206201610286293,2.684777421648203,0
29,4,3,2,3,1,0.19194262813752372,4,3,-12.255257073619138,-0.26598839793414797,0
33,1,3,3,4,2,0.6564543345285805,15,14,-0.8561900805646232,9.091625137846602,0
55,3,2,4,1,2,0.8303627926597764,31,7,25.289287833030194,3.0813549067843287,0
51,2,2,3,2,1,0.6054102510018984,16,9,12.842597064666599,-3.555874936072234,0
30,1,1,1,3,0,0.08458131195950222,10,7,-7.2667777345299065,4.658076943118761,0
49,1,2,5,3,1,0.9334528580468255,23,0,14.910098975375561,-1.1979933043657738,0
47,3,4,2,3,0,0.21398439147859102,20,10,12.41099487187497,1.8780920739205467,0
31,3,3,1,2,2,0.0786753849398861,1,1,-12.960202109821047,-4.392651324749407,0
47,2,3,1,3,2,0.05779371440624341,7,2,3.108214969225699,-10.030480660638657,0
58,1,3,1,3,0,0.07187302256907825,2,2,8.25818643195116,-20.19612050991541,0
41,2,3,5,3,1,0.977430921746467,23,15,10.574343497441582,9.928208997865516,1
29,4,2,1,1,2,0.14638261970048513,5,4,-11.57710167373217,0.7244823453400482,0
50,4,4,1,3,1,0.11664205863741826,20,8,14.375667150842226,-0.9082210464522671,0
32,3,2,1,2,2,0.09639316599873445,6,2,-8.8945199222834,-1.3036380250608754,0
44,2,3,5,4,0,0.951276102088167,23,7,11.931164183063458,4.781066430391322,0
38,3,4,1,3,1,0.09676228643746045,7,6,-3.2452084046218417,-2.7788637852784976,0
45,2,2,1,3,2,0.06670533642691415,1,0,-2.469464675993599,-13.540078209634215,0
46,1,3,3,3,1,0.5018983336848766,28,2,15.916431750386145,4.610050037193643,0
34,4,4,1,4,1,0.10140265766715882,6,0,-7.605610267342438,-3.3950476120052837,0
55,3,3,2,2,1,0.2834844969415735,17,7,16.205218241176,-6.322368327714395,0
19,2,4,1,4,2,0.10467201012444632,1,0,-22.16120693551096,2.705983280046297,0
32,1,3,2,4,1,0.27172537439358785,9,8,-6.206594216642426,3.22164591137029,0
40,3,3,2,3,0,0.1564016030373339,11,7,1.013894396096667,-0.8907644956933432,0
30,3,2,2,2,0,0.22147226323560432,11,8,-6.4453204468257965,5.783552878167059,0
48,4,3,1,3,1,0.06591436405821556,13,0,7.468465705975497,-7.5331230848824955,0
45,1,2,4,4,1,0.832261126344653,22,8,12.090515095524239,3.8383463015249557,0
29,2,1,1,4,0,0.09022358152288547,10,7,-8.026219959873071,5.27944539211089,0
46,4,2,2,1,0,0.19014975743514026,19,13,11.35580261288824,3.082020434417492,0
41,4,3,2,3,2,0.21060957603881036,8,2,-0.7303013404610965,-5.547495979561473,0
41,2,3,1,2,2,0.1123708078464459,4,3,-3.236902085267147,-7.8458758951418925,1
52,4,4,4,3,1,0.6453279898755537,24,3,18.086994312740607,-1.316263226201503,0
51,1,2,3,1,2,0.34143640582155665,23,12,17.651945659344932,2.281786655598877,0
36,3,3,1,4,2,0.08621598818814596,7,2,-5.2253640591795545,-3.1531428828371926,0
38,2,3,2,1,1,0.2986711664205864,17,0,2.5260469844366824,1.4520710598771522,1
31,4,3,2,1,2,0.22795823665893272,10,2,-7.027244243144317,2.0213207041910817,0
44,2,3,2,1,0,0.23439147859101456,9,3,2.3095369254417975,-6.344238602539326,0
30,3,3,2,4,0,0.2264817549040287,10,7,-7.198148082423597,4.70960859502161,0
31,4,3,1,2,2,0.06818181818181818,3,2,-11.570105378121454,-2.67258136041419,1
27,4,3,1,3,2,0.07303311537650285,8,2,-11.40613393550925,3.126403253207494,1
24,4,2,2,3,0,0.17759966251845602,5,2,-15.514981896872563,3.123286320185837,0
50,3,2,1,3,1,0.14137312803206076,5,2,4.1062504497461845,-13.217852836121187,0
39,4,2,2,3,1,0.25801518666947904,17,11,4.542845317014496,5.329359652103182,0
30,3,3,2,3,2,0.19436827673486606,10,4,-7.552926463208173,3.4761421089656963,0
30,4,2,2,4,1,0.2170955494621388,10,8,-7.09073808659042,5.121298363437495,0
59,3,2,5,4,1,0.9404661463826197,30,2,27.181465048542833,-2.0339209967335155,0
36,1,4,3,1,1,0.5644378823033115,10,7,-2.578721933267815,1.0379305079127725,0
29,4,2,1,1,2,0.07356043028896857,3,0,-13.315591344542678,-2.231478706240088,1
30,2,2,1,1,1,0.05399704703649019,1,0,-13.826932352803574,-4.160354460436897,1
50,3,3,5,2,2,0.9975216199114111,21,4,14.842604631052254,-1.5310498539309485,0
37,3,2,1,1,1,0.1535013710187724,17,1,1.809119203368958,2.40689110030198,0
38,1,2,3,2,1,0.5827884412571187,19,8,4.798759281862274,6.149942732550207,0
41,4,3,2,4,2,0.27531111579835477,16,3,4.495538915698376,0.13617900182012121,0
29,4,2,1,1,0,0.058004640371229696,1,0,-14.584016263181077,-3.5466675041599824,0
45,4,3,2,4,1,0.14174224847078676,12,9,5.662881671093594,-2.547204270542986,0
29,1,3,2,1,1,0.23012022780004218,6,3,-10.970896429480078,1.0676938393603805,0
42,4,3,4,1,1,0.8782957182029107,23,6,10.221536388367149,5.518373970722097,0
48,4,2,5,4,2,0.9099346129508542,25,0,15.41869130284163,0.7257919806040256,0
20,4,2,1,4,2,0.10108626871967939,1,0,-21.409400852334496,2.0884601511810974,1
31,3,3,3,2,0,0.5082788441257119,13,8,-4.33593717876613,6.551626175942949,0
41,3,1,2,2,1,0.2858574140476693,10,2,0.5537595905255515,-4.2012351339327,0
29,1,2,1,1,0,0.06992195739295508,4,2,-12.431216844626679,-0.7313993306022315,1
42,2,3,2,1,2,0.2186247627082894,9,4,0.9001136364435212,-4.687015264479703,0
36,2,2,2,4,1,0.29756380510440833,8,3,-4.392809153823258,-1.9810185713211084,0
32,1,1,2,2,2,0.3019405188778739,10,0,-6.493293406694949,0.6225508914487374,1
36,1,3,2,3,1,0.2287492090276313,10,2,-3.228700719214217,-1.0802355344782715,0
42,2,3,1,1,0,0.08263024678337903,8,2,-0.030828682192428403,-6.2453400489434525,0
43,4,3,4,4,1,0.7938726007171483,22,13,11.1440574399913,7.104109487445654,0
36,3,3,2,4,2,0.18419109892427757,17,7,1.8076833400829244,5.564687586404359,0
36,2,3,2,2,1,0.24599240666526048,11,8,-1.9020826197343226,2.0252226849689077,0
36,2,3,3,4,1,0.46029318709133094,10,7,-2.5828818673866536,1.0471995173843744,0
38,4,3,2,4,1,0.19647753638472895,19,11,5.062598899348544,7.263148955563327,0
33,3,2,1,1,2,0.09438936933136469,6,2,-8.137184814534208,-1.9316141305529069,0
45,1,4,2,3,1,0.2860683400126556,9,2,2.9511372556844933,-7.3787462134443285,0
27,1,4,2,3,2,0.28954861843492935,9,7,-10.112624786506238,5.9260099809717515,0
34,1,2,2,2,2,0.18930605357519512,16,9,-0.11236754100019652,6.994785985237589,1
29,3,3,1,2,1,0.08932714617169374,6,4,-10.931757928571283,1.3820253103643942,0
32,2,3,2,3,2,0.2109786964775364,12,8,-4.298246814215254,5.186625802499831,0
44,4,3,4,1,1,0.8077937144062434,24,6,12.37406314765547,4.924814557795777,0
40,2,3,4,3,2,0.6448006749630879,22,6,8.064158901653514,6.12300212814927,0
55,1,3,4,2,2,0.8345285804682556,37,9,29.35668212767429,7.858039096356875,0
41,1,3,5,3,0,0.9707867538493988,21,16,9.418569471258287,9.027675701602965,0
43,1,1,2,3,2,0.22869647753638472,7,3,0.2663647545665526,-7.006430751065215,1
38,2,3,2,2,2,0.16816072558531955,8,2,-2.999062264673711,-3.660653713377579,0
29,2,1,1,2,2,0.09233284117274837,2,2,-13.720283996333468,-2.0450833666125927,1
45,4,3,3,1,1,0.6452225268930606,17,0,7.898649634629258,-2.8524176015557057,0
34,1,3,2,2,1,0.17485762497363425,5,2,-7.938126525047959,-3.1268023484576286,0
38,4,4,1,3,0,0.08442311748576249,4,2,-5.619015692341801,-6.3978275700750995,0
55,1,3,3,4,1,0.48671166420586376,24,0,19.94847418219831,-4.471719242616137,0
40,1,2,3,3,1,0.49704703649019194,18,15,6.478543245902607,7.105330604555789,0
20,4,3,1,1,2,0.09064543345285804,2,2,-20.54050079135578,3.547694151775893,0
33,1,1,1,4,0,0.12650284750052732,8,3,-6.731058498370999,-0.17003429521113844,1
31,4,3,1,4,1,0.0710293187091331,8,4,-8.14169775554873,1.4463864295590092,0
40,1,3,3,4,1,0.49108837797932925,14,10,3.34938027157569,2.4153306130643006,0
50,4,3,4,1,1,0.8883674330310061,32,2,21.569864658856616,4.806955822603635,0
27,4,3,1,4,2,0.08284117274836532,6,2,-12.683342799723562,1.8112528637768381,0
36,4,3,3,1,1,0.3855726639949378,15,8,0.7199726734160095,4.728824548829417,0
53,4,4,4,2,2,0.822031217042818,35,8,26.443306927792207,7.351226806577084,0
42,2,4,2,1,1,0.23882092385572665,10,0,1.084491984946709,-5.673990910387756,0
37,3,2,2,4,0,0.21904661463826197,17,0,1.7694482465456502,2.088758081442492,0
43,2,3,4,1,1,0.8516135836321451,22,1,9.769280851198197,2.200700058543939,0
23,4,3,1,3,1,0.011284539126766505,1,0,-19.133268891205446,0.19842936970912106,0
52,3,3,1,1,1,0.10235182450959714,12,4,10.322019481644034,-9.054724274212168,0
29,1,3,1,4,0,0.14506433241932082,3,2,-13.067895054080136,-1.392434543903681,0
50,2,2,5,3,0,0.9349820712929762,29,3,19.84730706277623,3.3520332154889534,0
42,2,3,2,3,1,0.20554735287913942,20,16,9.310397664050669,7.477039192783085,0
34,2,4,2,3,1,0.17902341278211348,6,3,-7.185811429848393,-2.0736586195652578,0
32,3,3,1,2,1,0.1540814174224847,6,3,-8.773386127288092,-0.9026601060849657,0
56,4,2,2,1,1,0.23048934823876818,6,0,9.12817396784098,-17.05924599617895,0
27,4,3,1,2,0,0.14801729592912888,5,2,-13.311959751570932,1.1516521782037827,0
40,3,3,1,1,1,0.12486817127188357,7,3,-2.0756080149628033,-5.251165440138996,0
37,1,3,3,3,0,0.4766399493777684,17,0,1.847730046304406,2.17509329463822,1
33,2,2,1,3,0,0.052678759755325884,1,1,-11.434830924063792,-5.62164286284929,0
36,3,3,2,3,1,0.22294874499050832,17,7,1.8128314626491857,5.564430913855491,0
39,3,3,1,3,1,0.14480067496308796,8,3,-2.1938604368532353,-3.961613996890252,0
36,1,3,2,4,0,0.21461716937354988,12,7,-1.371867215395433,2.287127510234299,0
36,3,3,2,2,1,0.22247416156928917,10,7,-2.6583118815422537,0.9500294721226581,0
37,3,3,2,2,2,0.16810799409407298,18,0,2.398584781211426,2.728361733707997,0
51,4,3,5,2,0,0.9933558321029319,31,10,22.684179566300557,6.883382272647253,0
49,1,3,4,2,1,0.8122758911622021,27,2,17.624199889336346,2.1592164167501373,0
43,3,2,1,3,1,0.07530056950010547,6,0,-0.788153523315593,-8.99978457887912,1
33,4,3,2,2,1,0.1736448006749631,4,2,-9.340806804754628,-3.180154088205269,0
46,4,3,3,3,0,0.5186669479012866,13,7,6.908898980651834,-3.245015006556061,0
56,1,3,1,4,2,0.08321029318709133,5,2,8.650452646830686,-16.968658091328038,1
32,4,1,2,4,0,0.1929445264712086,9,7,-6.325915740414828,2.8137917871429057,0
30,2,2,2,1,1,0.4590276313014132,10,8,-7.082908379843353,5.131985940321888,1
27,1,3,2,4,1,0.16968993883147016,4,2,-13.87890588353756,0.5978945187528222,0
42,3,3,3,1,1,0.6506538704914575,18,7,7.072126683056673,2.554443214751892,0
20,4,2,1,1,2,0.08389580257329678,1,0,-21.40991585971365,2.0809883302239207,1
50,4,3,1,2,1,0.15112845391267665,4,2,3.4660635975355802,-13.896313790670662,0
19,2,2,1,4,2,0.004904028685931238,1,0,-22.164014078961074,2.7255801342929455,1
31,1,3,1,3,1,0.10852140898544611,3,2,-11.558276485194988,-2.6480146029225207,0
29,3,3,1,4,1,0.06053575195106518,3,1,-13.193141937904272,-1.8179851751232459,0
42,4,3,1,3,2,0.15603248259860789,8,0,-0.2730704469669405,-7.07382264043436,0
36,2,2,2,3,1,0.2459396751740139,10,9,-2.426373418811096,1.788695066953574,0
42,3,3,4,1,2,0.6722737819025522,22,9,9.92209129952105,6.088628636955151,1
46,3,3,4,1,1,0.8457603881037756,28,15,17.48141370051531,9.99952736940537,0
39,2,2,4,4,1,0.5812064965197216,21,9,7.016022326093278,7.330704631450575,0
30,4,3,1,3,0,0.08879983125922801,1,0,-13.825294011662173,-4.177606331247132,0
36,1,2,2,4,2,0.25316388947479435,10,4,-3.003541087192545,-0.2496357959738127,0
41,2,1,1,4,0,0.09328200801518667,10,7,1.063215464304207,-2.22715371487069,1
22,2,2,1,3,1,0.09518034170006327,4,2,-17.73959611917861,3.64463707847157,0
21,1,2,1,2,2,0.061432187302256906,3,2,-19.13883956758304,3.613589698017213,1
41,2,4,1,3,1,0.124815439780637,10,6,0.945902727985164,-2.6717569169165767,0
